event_id,machine_id,location_id,event_timestamp,event_type,severity,downtime_minutes,software_version,error_code,event_date,requires_investigation,planned_event_flag
13720,MCH000040,LOC0004,2025-12-10 10:06:15,Communication Loss,High,123,v4.1,CM-715,2025-12-10,1,0
13721,MCH000026,LOC0001,2025-12-10 10:10:32,Communication Loss,Medium,28,v4.1,CM-891,2025-12-10,0,0
13722,MCH000001,LOC0004,2025-12-10 10:38:23,Bill Acceptor Error,Medium,10,v5.0,BA-618,2025-12-10,0,0
13723,MCH000056,LOC0008,2025-12-10 10:39:55,Cash Refill,Low,3,v4.1,CR-116,2025-12-10,0,1
13724,MCH000045,LOC0009,2025-12-10 10:47:10,Ticket Jam,Medium,20,v5.0,TJ-754,2025-12-10,0,0
13725,MCH000025,LOC0002,2025-12-10 10:47:41,Bill Acceptor Error,Medium,27,v4.2,BA-554,2025-12-10,0,0
13726,MCH000081,LOC0005,2025-12-10 11:30:06,Communication Loss,Critical,136,v5.0,CM-785,2025-12-10,1,0
13727,MCH000001,LOC0004,2025-12-10 11:51:30,Communication Loss,Critical,133,v5.0,CM-576,2025-12-10,1,0
13728,MCH000077,LOC0004,2025-12-10 12:26:19,Printer Error,High,34,v4.1,PR-664,2025-12-10,1,0
13729,MCH000074,LOC0008,2025-12-10 12:29:24,Communication Loss,High,66,v5.0,CM-708,2025-12-10,1,0
13730,MCH000018,LOC0007,2025-12-10 12:58:38,Software Upgrade,Medium,37,v5.0,SU-988,2025-12-10,0,1
13731,MCH000097,LOC0007,2025-12-10 13:19:15,Ticket Jam,Medium,25,v4.2,TJ-238,2025-12-10,0,0
13732,MCH000016,LOC0007,2025-12-10 13:27:22,Ticket Jam,Medium,15,v4.1,TJ-869,2025-12-10,0,0
13733,MCH000026,LOC0001,2025-12-10 14:17:16,Communication Loss,Medium,57,v4.1,CM-384,2025-12-10,0,0
13734,MCH000100,LOC0004,2025-12-10 14:34:01,Software Restart,Low,7,v4.1,SR-716,2025-12-10,0,0
13735,MCH000039,LOC0009,2025-12-10 14:56:31,Cash Refill,Low,5,v4.1,CR-543,2025-12-10,0,1
13736,MCH000068,LOC0004,2025-12-10 15:09:49,Hopper Empty,Medium,8,v5.1,HP-497,2025-12-10,0,0
13737,MCH000072,LOC0004,2025-12-10 15:14:27,Cash Refill,Low,4,v5.0,CR-934,2025-12-10,0,1
13738,MCH000013,LOC0009,2025-12-10 15:31:32,Communication Loss,High,76,v5.1,CM-696,2025-12-10,1,0
13739,MCH000054,LOC0001,2025-12-10 15:47:16,Communication Loss,High,88,v4.2,CM-244,2025-12-10,1,0
13740,MCH000041,LOC0007,2025-12-10 16:19:49,Communication Loss,High,69,v5.0,CM-865,2025-12-10,1,0
13741,MCH000006,LOC0002,2025-12-10 16:22:09,Printer Error,Medium,7,v4.1,PR-157,2025-12-10,0,0
13742,MCH000091,LOC0004,2025-12-10 16:26:46,Hardware Failure,High,181,v4.1,HF-924,2025-12-10,1,0
13743,MCH000053,LOC0009,2025-12-10 16:51:25,Communication Loss,Medium,50,v4.2,CM-691,2025-12-10,0,0
13744,MCH000032,LOC0003,2025-12-10 17:05:02,Software Upgrade,Low,15,v5.1,SU-409,2025-12-10,0,1
13745,MCH000055,LOC0002,2025-12-10 17:05:14,Door Open,Low,2,v4.2,DR-631,2025-12-10,0,0
13746,MCH000041,LOC0007,2025-12-10 17:57:57,Bill Acceptor Error,High,40,v5.0,BA-638,2025-12-10,1,0
13747,MCH000046,LOC0002,2025-12-10 18:11:07,Printer Error,Medium,23,v4.2,PR-496,2025-12-10,0,0
13748,MCH000028,LOC0003,2025-12-10 18:12:25,Hopper Empty,Medium,6,v5.1,HP-254,2025-12-10,0,0
13749,MCH000045,LOC0009,2025-12-10 18:19:02,Software Restart,Low,2,v5.0,SR-226,2025-12-10,0,0
13750,MCH000078,LOC0006,2025-12-10 18:49:26,Communication Loss,High,99,v4.2,CM-596,2025-12-10,1,0
13751,MCH000081,LOC0005,2025-12-10 18:57:22,Ticket Jam,Medium,14,v5.0,TJ-218,2025-12-10,0,0
13752,MCH000076,LOC0004,2025-12-10 19:47:54,Door Open,Medium,2,v4.1,DR-623,2025-12-10,0,0
13753,MCH000078,LOC0006,2025-12-10 20:32:19,Software Restart,Low,4,v4.2,SR-501,2025-12-10,0,0
13754,MCH000070,LOC0007,2025-12-10 20:39:05,Communication Loss,High,119,v4.1,CM-235,2025-12-10,1,0
13755,MCH000098,LOC0006,2025-12-10 20:57:47,Cash Refill,Low,4,v5.0,CR-936,2025-12-10,0,1
13756,MCH000039,LOC0009,2025-12-10 21:14:28,Door Open,Low,3,v4.1,DR-949,2025-12-10,0,0
13757,MCH000054,LOC0001,2025-12-10 21:22:13,Communication Loss,High,24,v4.2,CM-192,2025-12-10,1,0
13758,MCH000054,LOC0001,2025-12-10 21:42:14,Communication Loss,Critical,92,v4.2,CM-710,2025-12-10,1,0
13759,MCH000088,LOC0008,2025-12-10 21:43:24,Door Open,Low,0,v5.0,DR-167,2025-12-10,0,0
13760,MCH000078,LOC0006,2025-12-10 22:37:00,Communication Loss,High,16,v4.2,CM-726,2025-12-10,1,0
13761,MCH000011,LOC0006,2025-12-10 22:46:08,Communication Loss,Critical,106,v5.0,CM-325,2025-12-10,1,0
13762,MCH000030,LOC0001,2025-12-10 22:48:27,Door Open,Medium,0,v5.0,DR-184,2025-12-10,0,0
13763,MCH000077,LOC0004,2025-12-10 23:30:38,Cash Refill,Low,7,v4.1,CR-842,2025-12-10,0,1
13764,MCH000020,LOC0003,2025-12-11 00:56:21,Software Upgrade,Low,15,v5.1,SU-297,2025-12-11,0,1
13765,MCH000027,LOC0002,2025-12-11 01:13:13,Software Restart,Low,8,v5.1,SR-116,2025-12-11,0,0
13766,MCH000048,LOC0005,2025-12-11 01:51:09,Communication Loss,High,104,v5.0,CM-616,2025-12-11,1,0
13767,MCH000044,LOC0003,2025-12-11 01:58:40,Preventive Maintenance,Medium,56,v5.0,PM-574,2025-12-11,0,1
13768,MCH000013,LOC0009,2025-12-11 02:19:39,Ticket Jam,Medium,19,v5.1,TJ-200,2025-12-11,0,0
13769,MCH000005,LOC0007,2025-12-11 03:27:49,Communication Loss,High,72,v5.0,CM-525,2025-12-11,1,0
13770,MCH000093,LOC0006,2025-12-11 04:10:24,Printer Error,Medium,10,v5.1,PR-670,2025-12-11,0,0
13771,MCH000100,LOC0004,2025-12-11 06:56:48,Printer Error,High,14,v4.1,PR-359,2025-12-11,1,0
13772,MCH000050,LOC0007,2025-12-11 07:13:14,Software Upgrade,Low,20,v4.2,SU-430,2025-12-11,0,1
13773,MCH000019,LOC0003,2025-12-11 07:27:29,Software Restart,Low,9,v4.2,SR-230,2025-12-11,0,0
13774,MCH000097,LOC0007,2025-12-11 08:00:20,Software Restart,Low,5,v4.2,SR-829,2025-12-11,0,0
13775,MCH000073,LOC0008,2025-12-11 08:23:01,Hardware Failure,High,66,v4.2,HF-987,2025-12-11,1,0
13776,MCH000006,LOC0002,2025-12-11 08:26:44,Printer Error,High,17,v4.1,PR-700,2025-12-11,1,0
13777,MCH000019,LOC0003,2025-12-11 08:51:31,Communication Loss,Critical,91,v4.2,CM-142,2025-12-11,1,0
13778,MCH000026,LOC0001,2025-12-11 09:14:49,Preventive Maintenance,Low,32,v4.1,PM-875,2025-12-11,0,1
13779,MCH000095,LOC0009,2025-12-11 09:47:22,Printer Error,Medium,8,v5.0,PR-453,2025-12-11,0,0
13780,MCH000019,LOC0003,2025-12-11 09:52:31,Ticket Jam,Medium,18,v4.2,TJ-645,2025-12-11,0,0
13781,MCH000041,LOC0007,2025-12-11 09:57:09,Printer Error,Medium,9,v5.0,PR-203,2025-12-11,0,0
13782,MCH000034,LOC0004,2025-12-11 10:02:27,Hardware Failure,High,208,v4.2,HF-809,2025-12-11,1,0
13783,MCH000082,LOC0007,2025-12-11 10:15:06,Communication Loss,Medium,58,v4.1,CM-755,2025-12-11,0,0
13784,MCH000056,LOC0008,2025-12-11 10:49:47,Ticket Jam,Medium,27,v4.1,TJ-481,2025-12-11,0,0
13785,MCH000077,LOC0004,2025-12-11 11:30:13,Communication Loss,High,31,v4.1,CM-657,2025-12-11,1,0
13786,MCH000074,LOC0008,2025-12-11 11:34:27,Ticket Jam,Medium,20,v5.0,TJ-338,2025-12-11,0,0
13787,MCH000060,LOC0006,2025-12-11 12:44:50,Preventive Maintenance,Low,23,v4.2,PM-912,2025-12-11,0,1
13788,MCH000048,LOC0005,2025-12-11 13:00:13,Door Open,Medium,2,v5.0,DR-431,2025-12-11,0,0
13789,MCH000066,LOC0009,2025-12-11 13:23:28,Door Open,Low,3,v5.0,DR-578,2025-12-11,0,0
13790,MCH000055,LOC0002,2025-12-11 13:52:29,Communication Loss,Medium,29,v4.2,CM-466,2025-12-11,0,0
13791,MCH000089,LOC0003,2025-12-11 14:25:27,Hardware Failure,High,67,v5.0,HF-201,2025-12-11,1,0
13792,MCH000009,LOC0003,2025-12-11 15:24:14,Preventive Maintenance,Low,29,v5.1,PM-430,2025-12-11,0,1
13793,MCH000078,LOC0006,2025-12-11 15:42:02,Software Upgrade,Low,28,v4.2,SU-955,2025-12-11,0,1
13794,MCH000081,LOC0005,2025-12-11 15:44:28,Hopper Empty,Medium,7,v5.0,HP-400,2025-12-11,0,0
13795,MCH000070,LOC0007,2025-12-11 15:55:35,Communication Loss,Critical,141,v4.1,CM-335,2025-12-11,1,0
13796,MCH000043,LOC0010,2025-12-11 16:02:45,Hopper Empty,Medium,10,v4.2,HP-514,2025-12-11,0,0
13797,MCH000023,LOC0003,2025-12-11 16:13:25,Ticket Jam,Medium,22,v4.2,TJ-763,2025-12-11,0,0
13798,MCH000023,LOC0003,2025-12-11 17:22:34,Power Failure,Critical,139,v4.2,PF-674,2025-12-11,1,0
13799,MCH000035,LOC0001,2025-12-11 17:35:17,Bill Acceptor Error,Medium,25,v5.0,BA-159,2025-12-11,0,0
13800,MCH000031,LOC0002,2025-12-11 17:43:44,Bill Acceptor Error,Medium,11,v5.1,BA-185,2025-12-11,0,0
13801,MCH000077,LOC0004,2025-12-11 17:45:02,Door Open,Low,3,v4.1,DR-298,2025-12-11,0,0
13802,MCH000022,LOC0008,2025-12-11 17:55:58,Cash Refill,Low,4,v5.1,CR-763,2025-12-11,0,1
13803,MCH000013,LOC0009,2025-12-11 18:03:25,Hardware Failure,High,96,v5.1,HF-347,2025-12-11,1,0
13804,MCH000090,LOC0001,2025-12-11 18:30:18,Bill Acceptor Error,High,36,v4.2,BA-434,2025-12-11,1,0
13805,MCH000004,LOC0010,2025-12-11 18:36:49,Software Restart,Low,6,v4.1,SR-812,2025-12-11,0,0
13806,MCH000063,LOC0007,2025-12-11 20:14:30,Ticket Jam,Medium,8,v4.2,TJ-796,2025-12-11,0,0
13807,MCH000045,LOC0009,2025-12-11 20:52:06,Software Upgrade,Low,25,v5.0,SU-574,2025-12-11,0,1
13808,MCH000001,LOC0004,2025-12-11 22:34:04,Ticket Jam,Medium,25,v5.0,TJ-376,2025-12-11,0,0
13809,MCH000061,LOC0007,2025-12-11 22:46:24,Software Restart,Medium,8,v4.1,SR-906,2025-12-11,0,0
13810,MCH000079,LOC0007,2025-12-11 23:10:15,Software Restart,Low,8,v5.1,SR-952,2025-12-11,0,0
13811,MCH000050,LOC0007,2025-12-11 23:33:24,Cash Refill,Low,4,v4.2,CR-507,2025-12-11,0,1
13812,MCH000073,LOC0008,2025-12-11 23:38:43,Bill Acceptor Error,Medium,19,v4.2,BA-798,2025-12-11,0,0
13813,MCH000023,LOC0003,2025-12-11 23:44:37,Printer Error,Medium,15,v4.2,PR-569,2025-12-11,0,0
13814,MCH000080,LOC0006,2025-12-11 23:46:46,Door Open,Low,1,v4.2,DR-728,2025-12-11,0,0
13815,MCH000014,LOC0007,2025-12-12 00:06:08,Hopper Empty,Medium,6,v5.1,HP-271,2025-12-12,0,0
13816,MCH000043,LOC0010,2025-12-12 00:34:14,Ticket Jam,Medium,25,v4.2,TJ-406,2025-12-12,0,0
13817,MCH000043,LOC0010,2025-12-12 01:07:23,Cash Refill,Low,5,v4.2,CR-152,2025-12-12,0,1
13818,MCH000034,LOC0004,2025-12-12 01:11:10,Preventive Maintenance,Low,31,v4.2,PM-240,2025-12-12,0,1
13819,MCH000028,LOC0003,2025-12-12 01:41:39,Bill Acceptor Error,Medium,12,v5.1,BA-916,2025-12-12,0,0
13820,MCH000042,LOC0007,2025-12-12 01:52:51,Bill Acceptor Error,Medium,19,v4.1,BA-724,2025-12-12,0,0
13821,MCH000048,LOC0005,2025-12-12 02:21:51,Hardware Failure,High,237,v5.0,HF-151,2025-12-12,1,0
13822,MCH000028,LOC0003,2025-12-12 02:29:34,Printer Error,Medium,24,v5.1,PR-976,2025-12-12,0,0
13823,MCH000018,LOC0007,2025-12-12 02:43:14,Software Restart,Medium,5,v5.0,SR-274,2025-12-12,0,0
13824,MCH000006,LOC0002,2025-12-12 02:59:36,Preventive Maintenance,Low,35,v4.1,PM-655,2025-12-12,0,1
13825,MCH000079,LOC0007,2025-12-12 03:15:30,Communication Loss,Medium,76,v5.1,CM-492,2025-12-12,0,0
13826,MCH000054,LOC0001,2025-12-12 03:38:47,Printer Error,Medium,22,v4.2,PR-946,2025-12-12,0,0
13827,MCH000020,LOC0003,2025-12-12 03:58:33,Ticket Jam,Medium,15,v5.1,TJ-864,2025-12-12,0,0
13828,MCH000074,LOC0008,2025-12-12 04:03:39,Communication Loss,Critical,142,v5.0,CM-971,2025-12-12,1,0
13829,MCH000048,LOC0005,2025-12-12 04:12:11,Bill Acceptor Error,Medium,19,v5.0,BA-314,2025-12-12,0,0
13830,MCH000056,LOC0008,2025-12-12 04:25:09,Door Open,Low,1,v4.1,DR-417,2025-12-12,0,0
13831,MCH000045,LOC0009,2025-12-12 04:37:16,Hardware Failure,High,250,v5.0,HF-460,2025-12-12,1,0
13832,MCH000043,LOC0010,2025-12-12 04:43:38,Communication Loss,High,103,v4.2,CM-448,2025-12-12,1,0
13833,MCH000025,LOC0002,2025-12-12 04:46:41,Software Upgrade,Low,18,v4.2,SU-711,2025-12-12,0,1
13834,MCH000091,LOC0004,2025-12-12 05:09:44,Hopper Empty,Medium,9,v4.1,HP-763,2025-12-12,0,0
13835,MCH000054,LOC0001,2025-12-12 05:15:34,Communication Loss,High,66,v4.2,CM-361,2025-12-12,1,0
13836,MCH000090,LOC0001,2025-12-12 06:10:02,Printer Error,Medium,18,v4.2,PR-547,2025-12-12,0,0
13837,MCH000012,LOC0008,2025-12-12 06:28:58,Communication Loss,High,65,v4.2,CM-306,2025-12-12,1,0
13838,MCH000034,LOC0004,2025-12-12 06:33:19,Ticket Jam,Medium,7,v4.2,TJ-212,2025-12-12,0,0
13839,MCH000032,LOC0003,2025-12-12 06:56:08,Software Upgrade,Low,28,v5.1,SU-100,2025-12-12,0,1
13840,MCH000082,LOC0007,2025-12-12 07:03:40,Software Restart,Low,6,v4.1,SR-977,2025-12-12,0,0
13841,MCH000061,LOC0007,2025-12-12 07:12:00,Hopper Empty,Medium,11,v4.1,HP-126,2025-12-12,0,0
13842,MCH000056,LOC0008,2025-12-12 07:57:06,Ticket Jam,Medium,10,v4.1,TJ-256,2025-12-12,0,0
13843,MCH000077,LOC0004,2025-12-12 07:57:45,Hardware Failure,High,233,v4.1,HF-425,2025-12-12,1,0
13844,MCH000050,LOC0007,2025-12-12 08:23:39,Door Open,Low,0,v4.2,DR-679,2025-12-12,0,0
13845,MCH000086,LOC0008,2025-12-12 08:47:34,Software Upgrade,Low,19,v4.1,SU-327,2025-12-12,0,1
13846,MCH000011,LOC0006,2025-12-12 09:39:37,Ticket Jam,Medium,24,v5.0,TJ-274,2025-12-12,0,0
13847,MCH000039,LOC0009,2025-12-12 10:23:20,Communication Loss,Medium,26,v4.1,CM-257,2025-12-12,0,0
13848,MCH000007,LOC0002,2025-12-12 10:25:19,Printer Error,Medium,23,v5.0,PR-794,2025-12-12,0,0
13849,MCH000029,LOC0002,2025-12-12 10:36:48,Cash Refill,Low,4,v5.1,CR-944,2025-12-12,0,1
13850,MCH000089,LOC0003,2025-12-12 10:40:37,Ticket Jam,Medium,23,v5.0,TJ-961,2025-12-12,0,0
13851,MCH000011,LOC0006,2025-12-12 10:45:01,Cash Refill,Low,3,v5.0,CR-546,2025-12-12,0,1
13852,MCH000008,LOC0006,2025-12-12 11:08:02,Ticket Jam,Medium,8,v4.1,TJ-593,2025-12-12,0,0
13853,MCH000046,LOC0002,2025-12-12 11:17:04,Cash Refill,Low,5,v4.2,CR-516,2025-12-12,0,1
13854,MCH000009,LOC0003,2025-12-12 11:34:00,Hopper Empty,Medium,10,v5.1,HP-153,2025-12-12,0,0
13855,MCH000013,LOC0009,2025-12-12 11:52:33,Communication Loss,High,58,v5.1,CM-632,2025-12-12,1,0
13856,MCH000065,LOC0004,2025-12-12 11:56:36,Printer Error,Medium,11,v5.1,PR-747,2025-12-12,0,0
13857,MCH000020,LOC0003,2025-12-12 12:03:39,Hopper Empty,Medium,14,v5.1,HP-579,2025-12-12,0,0
13858,MCH000091,LOC0004,2025-12-12 12:06:14,Bill Acceptor Error,High,22,v4.1,BA-981,2025-12-12,1,0
13859,MCH000033,LOC0009,2025-12-12 12:06:38,Door Open,Low,0,v4.1,DR-544,2025-12-12,0,0
13860,MCH000044,LOC0003,2025-12-12 13:18:09,Bill Acceptor Error,Medium,29,v5.0,BA-480,2025-12-12,0,0
13861,MCH000033,LOC0009,2025-12-12 13:20:36,Software Restart,Low,5,v4.1,SR-840,2025-12-12,0,0
13862,MCH000010,LOC0009,2025-12-12 13:38:19,Communication Loss,Critical,10,v4.2,CM-221,2025-12-12,1,0
13863,MCH000099,LOC0009,2025-12-12 14:52:25,Cash Refill,Low,4,v5.1,CR-645,2025-12-12,0,1
13864,MCH000094,LOC0008,2025-12-12 14:53:21,Ticket Jam,Medium,14,v5.0,TJ-164,2025-12-12,0,0
13865,MCH000012,LOC0008,2025-12-12 15:09:06,Software Restart,Low,2,v4.2,SR-742,2025-12-12,0,0
13866,MCH000034,LOC0004,2025-12-12 15:37:17,Bill Acceptor Error,Medium,19,v4.2,BA-536,2025-12-12,0,0
13867,MCH000004,LOC0010,2025-12-12 15:39:09,Door Open,Medium,5,v4.1,DR-362,2025-12-12,0,0
13868,MCH000048,LOC0005,2025-12-12 15:41:27,Software Restart,Low,3,v5.0,SR-505,2025-12-12,0,0
13869,MCH000029,LOC0002,2025-12-12 15:47:51,Hopper Empty,Medium,10,v5.1,HP-485,2025-12-12,0,0
13870,MCH000043,LOC0010,2025-12-12 16:08:51,Printer Error,High,9,v4.2,PR-891,2025-12-12,1,0
13871,MCH000016,LOC0007,2025-12-12 16:29:19,Communication Loss,High,44,v4.1,CM-722,2025-12-12,1,0
13872,MCH000070,LOC0007,2025-12-12 17:11:30,Communication Loss,High,70,v4.1,CM-310,2025-12-12,1,0
13873,MCH000091,LOC0004,2025-12-12 17:28:37,Cash Refill,Low,5,v4.1,CR-607,2025-12-12,0,1
13874,MCH000046,LOC0002,2025-12-12 17:40:02,Cash Refill,Low,5,v4.2,CR-793,2025-12-12,0,1
13875,MCH000048,LOC0005,2025-12-12 18:27:28,Printer Error,Medium,16,v5.0,PR-751,2025-12-12,0,0
13876,MCH000084,LOC0008,2025-12-12 19:12:09,Hopper Empty,Medium,16,v5.0,HP-285,2025-12-12,0,0
13877,MCH000012,LOC0008,2025-12-12 20:54:15,Bill Acceptor Error,Medium,14,v4.2,BA-524,2025-12-12,0,0
13878,MCH000069,LOC0002,2025-12-12 20:55:43,Software Restart,Low,2,v4.2,SR-693,2025-12-12,0,0
13879,MCH000067,LOC0010,2025-12-12 21:02:30,Printer Error,Medium,5,v5.0,PR-995,2025-12-12,0,0
13880,MCH000093,LOC0006,2025-12-12 21:08:24,Door Open,Low,0,v5.1,DR-855,2025-12-12,0,0
13881,MCH000074,LOC0008,2025-12-12 21:27:17,Communication Loss,High,124,v5.0,CM-726,2025-12-12,1,0
13882,MCH000086,LOC0008,2025-12-12 21:30:29,Communication Loss,Medium,34,v4.1,CM-867,2025-12-12,0,0
13883,MCH000019,LOC0003,2025-12-12 22:05:55,Software Restart,Low,6,v4.2,SR-979,2025-12-12,0,0
13884,MCH000036,LOC0008,2025-12-12 22:13:20,Printer Error,Medium,14,v5.1,PR-385,2025-12-12,0,0
13885,MCH000035,LOC0001,2025-12-12 22:16:59,Communication Loss,Medium,33,v5.0,CM-143,2025-12-12,0,0
13886,MCH000051,LOC0006,2025-12-12 22:21:23,Door Open,Low,3,v4.1,DR-260,2025-12-12,0,0
13887,MCH000022,LOC0008,2025-12-12 22:30:13,Door Open,Low,0,v5.1,DR-595,2025-12-12,0,0
13888,MCH000074,LOC0008,2025-12-12 22:39:10,Cash Refill,Low,3,v5.0,CR-571,2025-12-12,0,1
13889,MCH000019,LOC0003,2025-12-12 22:43:46,Hardware Failure,High,204,v4.2,HF-380,2025-12-12,1,0
13890,MCH000083,LOC0010,2025-12-12 22:46:41,Cash Refill,Low,3,v5.1,CR-809,2025-12-12,0,1
13891,MCH000019,LOC0003,2025-12-12 22:47:32,Cash Refill,Low,7,v4.2,CR-402,2025-12-12,0,1
13892,MCH000080,LOC0006,2025-12-12 22:54:42,Door Open,Low,0,v4.2,DR-728,2025-12-12,0,0
13893,MCH000019,LOC0003,2025-12-12 23:05:16,Software Upgrade,Low,15,v4.2,SU-693,2025-12-12,0,1
13894,MCH000036,LOC0008,2025-12-12 23:27:43,Cash Refill,Low,3,v5.1,CR-464,2025-12-12,0,1
13895,MCH000007,LOC0002,2025-12-12 23:35:31,Software Restart,Low,8,v5.0,SR-450,2025-12-12,0,0
13896,MCH000070,LOC0007,2025-12-12 23:54:13,Printer Error,High,10,v4.1,PR-186,2025-12-12,1,0
13897,MCH000042,LOC0007,2025-12-13 00:11:39,Software Restart,Low,6,v4.1,SR-543,2025-12-13,0,0
13898,MCH000004,LOC0010,2025-12-13 00:40:39,Hopper Empty,Medium,7,v4.1,HP-105,2025-12-13,0,0
13899,MCH000005,LOC0007,2025-12-13 01:02:23,Ticket Jam,Medium,21,v5.0,TJ-497,2025-12-13,0,0
13900,MCH000046,LOC0002,2025-12-13 01:43:50,Ticket Jam,Medium,17,v4.2,TJ-767,2025-12-13,0,0
13901,MCH000077,LOC0004,2025-12-13 01:48:01,Bill Acceptor Error,Medium,21,v4.1,BA-615,2025-12-13,0,0
13902,MCH000043,LOC0010,2025-12-13 01:48:37,Power Failure,High,162,v4.2,PF-393,2025-12-13,1,0
13903,MCH000085,LOC0006,2025-12-13 01:57:47,Door Open,Low,0,v5.0,DR-849,2025-12-13,0,0
13904,MCH000026,LOC0001,2025-12-13 02:16:02,Printer Error,Medium,15,v4.1,PR-410,2025-12-13,0,0
13905,MCH000093,LOC0006,2025-12-13 02:43:49,Software Upgrade,Low,17,v5.1,SU-224,2025-12-13,0,1
13906,MCH000054,LOC0001,2025-12-13 03:13:12,Preventive Maintenance,Low,24,v4.2,PM-251,2025-12-13,0,1
13907,MCH000037,LOC0005,2025-12-13 03:29:12,Ticket Jam,Medium,5,v4.1,TJ-661,2025-12-13,0,0
13908,MCH000062,LOC0006,2025-12-13 03:43:23,Cash Refill,Low,3,v5.0,CR-467,2025-12-13,0,1
13909,MCH000020,LOC0003,2025-12-13 05:33:50,Cash Refill,Low,4,v5.1,CR-922,2025-12-13,0,1
13910,MCH000022,LOC0008,2025-12-13 06:12:05,Bill Acceptor Error,Medium,13,v5.1,BA-759,2025-12-13,0,0
13911,MCH000026,LOC0001,2025-12-13 06:14:36,Ticket Jam,Medium,14,v4.1,TJ-708,2025-12-13,0,0
13912,MCH000096,LOC0004,2025-12-13 07:10:43,Printer Error,Medium,7,v5.1,PR-536,2025-12-13,0,0
13913,MCH000021,LOC0006,2025-12-13 07:29:05,Printer Error,Medium,11,v4.1,PR-283,2025-12-13,0,0
13914,MCH000002,LOC0001,2025-12-13 07:47:24,Bill Acceptor Error,Medium,18,v4.2,BA-873,2025-12-13,0,0
13915,MCH000013,LOC0009,2025-12-13 08:46:23,Communication Loss,Critical,69,v5.1,CM-458,2025-12-13,1,0
13916,MCH000027,LOC0002,2025-12-13 09:40:10,Software Restart,Medium,5,v5.1,SR-316,2025-12-13,0,0
13917,MCH000091,LOC0004,2025-12-13 11:12:04,Printer Error,Medium,31,v4.1,PR-686,2025-12-13,0,0
13918,MCH000010,LOC0009,2025-12-13 11:57:41,Cash Refill,Low,7,v4.2,CR-166,2025-12-13,0,1
13919,MCH000028,LOC0003,2025-12-13 12:04:17,Ticket Jam,Medium,22,v5.1,TJ-932,2025-12-13,0,0
13920,MCH000084,LOC0008,2025-12-13 12:04:33,Printer Error,Medium,24,v5.0,PR-238,2025-12-13,0,0
13921,MCH000054,LOC0001,2025-12-13 12:16:41,Printer Error,Medium,21,v4.2,PR-724,2025-12-13,0,0
13922,MCH000020,LOC0003,2025-12-13 12:24:30,Communication Loss,Medium,27,v5.1,CM-268,2025-12-13,0,0
13923,MCH000057,LOC0007,2025-12-13 12:54:55,Printer Error,Medium,12,v5.0,PR-194,2025-12-13,0,0
13924,MCH000030,LOC0001,2025-12-13 13:56:14,Software Restart,Low,4,v5.0,SR-850,2025-12-13,0,0
13925,MCH000077,LOC0004,2025-12-13 14:08:58,Software Restart,Medium,15,v4.1,SR-911,2025-12-13,0,0
13926,MCH000006,LOC0002,2025-12-13 14:22:23,Ticket Jam,Medium,21,v4.1,TJ-589,2025-12-13,0,0
13927,MCH000073,LOC0008,2025-12-13 15:30:29,Hopper Empty,Medium,7,v4.2,HP-419,2025-12-13,0,0
13928,MCH000037,LOC0005,2025-12-13 15:35:56,Ticket Jam,Medium,11,v4.1,TJ-567,2025-12-13,0,0
13929,MCH000001,LOC0004,2025-12-13 16:08:46,Communication Loss,High,63,v5.0,CM-942,2025-12-13,1,0
13930,MCH000097,LOC0007,2025-12-13 16:17:56,Printer Error,Medium,24,v4.2,PR-608,2025-12-13,0,0
13931,MCH000001,LOC0004,2025-12-13 16:42:34,Communication Loss,Critical,52,v5.0,CM-720,2025-12-13,1,0
13932,MCH000077,LOC0004,2025-12-13 17:08:28,Bill Acceptor Error,Medium,29,v4.1,BA-560,2025-12-13,0,0
13933,MCH000039,LOC0009,2025-12-13 17:10:57,Software Restart,Low,6,v4.1,SR-910,2025-12-13,0,0
13934,MCH000010,LOC0009,2025-12-13 17:19:17,Door Open,Low,0,v4.2,DR-855,2025-12-13,0,0
13935,MCH000050,LOC0007,2025-12-13 17:29:50,Door Open,Low,1,v4.2,DR-872,2025-12-13,0,0
13936,MCH000019,LOC0003,2025-12-13 18:03:45,Communication Loss,Critical,76,v4.2,CM-266,2025-12-13,1,0
13937,MCH000045,LOC0009,2025-12-13 18:24:19,Communication Loss,High,44,v5.0,CM-708,2025-12-13,1,0
13938,MCH000040,LOC0004,2025-12-13 18:42:28,Cash Refill,Low,7,v4.1,CR-697,2025-12-13,0,1
13939,MCH000076,LOC0004,2025-12-13 18:49:19,Cash Refill,Low,3,v4.1,CR-996,2025-12-13,0,1
13940,MCH000023,LOC0003,2025-12-13 19:32:35,Printer Error,Medium,28,v4.2,PR-924,2025-12-13,0,0
13941,MCH000023,LOC0003,2025-12-13 19:36:30,Software Restart,Medium,15,v4.2,SR-359,2025-12-13,0,0
13942,MCH000070,LOC0007,2025-12-13 21:23:27,Ticket Jam,Medium,19,v4.1,TJ-342,2025-12-13,0,0
13943,MCH000091,LOC0004,2025-12-13 21:42:52,Bill Acceptor Error,Medium,17,v4.1,BA-344,2025-12-13,0,0
13944,MCH000001,LOC0004,2025-12-13 21:51:01,Hardware Failure,High,181,v5.0,HF-807,2025-12-13,1,0
