player_id,enrollment_date,loyalty_tier,age_band,home_region,marketing_opt_in,active_flag
PLY00003799,2025-02-13,Standard,60+,Northeast,1,1
PLY00003800,2022-12-14,Platinum,30-39,Midwest,1,1
PLY00003801,2022-06-30,Standard,50-59,Midwest,1,1
PLY00003802,2022-08-29,Silver,21-29,Southwest,1,1
PLY00003803,2022-01-12,Standard,40-49,Southwest,1,1
PLY00003804,2022-11-21,Silver,30-39,Midwest,1,1
PLY00003805,2022-06-01,Standard,60+,Southwest,1,1
PLY00003806,2025-01-26,Silver,40-49,West,0,1
PLY00003807,2025-08-21,Standard,60+,Northeast,0,1
PLY00003808,2026-05-16,Silver,50-59,Southwest,0,1
PLY00003809,2025-04-05,Standard,60+,Southeast,0,1
PLY00003810,2023-01-28,Silver,50-59,West,0,1
PLY00003811,2024-10-05,Standard,30-39,Northeast,1,1
PLY00003812,2024-08-01,Standard,60+,Northeast,1,1
PLY00003813,2021-10-11,Silver,50-59,West,1,1
PLY00003814,2022-08-23,Platinum,21-29,Southwest,0,1
PLY00003815,2025-08-22,Standard,21-29,Southeast,1,1
PLY00003816,2025-09-07,Silver,60+,West,1,1
PLY00003817,2022-06-29,Silver,21-29,Southwest,1,1
PLY00003818,2025-01-11,Gold,50-59,Midwest,1,1
PLY00003819,2025-04-13,Standard,21-29,Midwest,0,1
PLY00003820,2021-12-03,Standard,30-39,Southwest,1,1
PLY00003821,2022-01-26,Standard,50-59,Southeast,0,1
PLY00003822,2023-10-04,Standard,60+,Southeast,1,1
PLY00003823,2024-03-16,Standard,21-29,Midwest,1,1
PLY00003824,2021-08-21,Standard,60+,Midwest,1,1
PLY00003825,2025-12-30,Gold,21-29,Midwest,1,1
PLY00003826,2026-06-09,Standard,40-49,Northeast,1,1
PLY00003827,2026-05-04,Standard,50-59,Southwest,1,1
PLY00003828,2023-06-09,Standard,50-59,Southeast,1,1
PLY00003829,2024-05-30,Silver,50-59,Southeast,1,1
PLY00003830,2025-12-12,Standard,40-49,Southeast,1,1
PLY00003831,2025-12-25,Standard,50-59,Northeast,0,1
PLY00003832,2022-05-05,Standard,60+,Southeast,1,1
PLY00003833,2025-03-19,Silver,30-39,Southeast,1,1
PLY00003834,2023-08-25,Standard,50-59,Southeast,1,1
PLY00003835,2025-08-19,Standard,60+,Southwest,1,1
PLY00003836,2024-06-22,Silver,30-39,Southwest,1,1
PLY00003837,2024-10-21,Standard,30-39,Northeast,1,1
PLY00003838,2022-10-18,Silver,60+,West,1,1
PLY00003839,2026-04-13,Standard,30-39,Southeast,0,1
PLY00003840,2021-12-30,Standard,21-29,Northeast,1,1
PLY00003841,2021-08-19,Gold,30-39,Northeast,0,1
PLY00003842,2022-11-13,Gold,21-29,Southeast,0,1
PLY00003843,2025-10-31,Standard,21-29,Midwest,1,1
PLY00003844,2025-07-11,Standard,60+,Southwest,0,1
PLY00003845,2025-10-01,Standard,60+,Northeast,1,1
PLY00003846,2022-12-09,Standard,50-59,Midwest,0,1
PLY00003847,2022-03-03,Gold,21-29,Northeast,0,1
PLY00003848,2025-09-18,Gold,50-59,Southwest,1,1
PLY00003849,2024-04-05,Gold,60+,Midwest,0,0
PLY00003850,2023-08-01,Silver,40-49,Southwest,0,1
PLY00003851,2024-05-07,Standard,50-59,Southeast,1,1
PLY00003852,2023-11-25,Standard,30-39,Southwest,0,1
PLY00003853,2021-12-17,Standard,21-29,Midwest,1,1
PLY00003854,2025-11-04,Standard,40-49,West,1,0
PLY00003855,2023-06-05,Standard,50-59,West,0,1
PLY00003856,2026-03-20,Gold,21-29,Northeast,1,1
PLY00003857,2024-10-02,Standard,50-59,West,1,0
PLY00003858,2024-12-17,Standard,60+,Northeast,1,1
PLY00003859,2023-07-14,Standard,60+,Northeast,1,1
PLY00003860,2022-03-15,Standard,21-29,Southeast,1,1
PLY00003861,2025-06-09,Standard,30-39,Southeast,1,1
PLY00003862,2025-04-24,Standard,21-29,Northeast,1,1
PLY00003863,2026-05-29,Gold,40-49,Southeast,0,1
PLY00003864,2025-05-06,Standard,21-29,Midwest,1,1
PLY00003865,2022-04-13,Standard,60+,Southeast,1,1
PLY00003866,2025-10-09,Silver,21-29,Southwest,1,1
PLY00003867,2025-05-02,Standard,50-59,Southwest,0,1
PLY00003868,2024-03-21,Standard,60+,Southeast,0,1
PLY00003869,2022-07-17,Gold,30-39,Southeast,0,1
PLY00003870,2025-10-06,Silver,60+,Midwest,1,1
PLY00003871,2021-09-07,Platinum,50-59,Southeast,1,1
PLY00003872,2022-05-28,Standard,40-49,Northeast,1,1
PLY00003873,2024-12-18,Standard,60+,Southeast,1,1
PLY00003874,2025-01-15,Silver,21-29,West,0,1
PLY00003875,2021-11-02,Standard,30-39,Southwest,0,1
PLY00003876,2026-04-09,Standard,50-59,Midwest,1,1
PLY00003877,2026-03-15,Gold,21-29,Southwest,0,1
PLY00003878,2021-07-14,Standard,21-29,Southwest,0,1
PLY00003879,2022-04-22,Gold,30-39,Northeast,1,1
PLY00003880,2024-02-15,Standard,40-49,Southeast,0,1
PLY00003881,2025-11-09,Standard,50-59,Southwest,1,1
PLY00003882,2026-04-26,Silver,40-49,West,1,1
PLY00003883,2023-04-17,Silver,60+,Midwest,1,1
PLY00003884,2025-05-31,Silver,21-29,Southeast,1,1
PLY00003885,2024-06-06,Silver,50-59,West,1,1
PLY00003886,2024-08-15,Gold,60+,Northeast,1,1
PLY00003887,2021-12-29,Standard,60+,West,1,0
PLY00003888,2023-06-06,Standard,30-39,West,1,1
PLY00003889,2025-05-25,Silver,50-59,Midwest,0,1
PLY00003890,2024-05-10,Silver,50-59,Midwest,1,1
PLY00003891,2026-04-19,Silver,50-59,West,0,1
PLY00003892,2025-07-22,Silver,60+,West,1,1
PLY00003893,2024-08-15,Standard,60+,Southwest,1,1
PLY00003894,2025-05-19,Standard,40-49,West,0,1
PLY00003895,2022-07-03,Standard,60+,Southeast,0,1
PLY00003896,2022-05-12,Gold,21-29,Southwest,1,1
PLY00003897,2023-06-02,Standard,40-49,Southeast,1,1
PLY00003898,2021-07-20,Gold,21-29,Southwest,1,1
PLY00003899,2024-06-08,Standard,40-49,Midwest,1,1
PLY00003900,2024-07-21,Silver,60+,Southwest,0,1
PLY00003901,2024-01-07,Standard,21-29,Southeast,1,0
PLY00003902,2026-03-11,Standard,50-59,Midwest,1,1
PLY00003903,2025-12-21,Standard,60+,Southeast,1,1
PLY00003904,2024-09-17,Standard,21-29,Southeast,1,1
PLY00003905,2022-06-09,Silver,30-39,Northeast,1,1
PLY00003906,2021-12-03,Gold,60+,Southeast,1,1
PLY00003907,2022-12-06,Standard,21-29,West,1,0
PLY00003908,2025-09-20,Standard,30-39,Southwest,0,1
PLY00003909,2022-09-23,Standard,30-39,Northeast,1,1
PLY00003910,2025-01-05,Silver,50-59,Northeast,1,1
PLY00003911,2022-06-11,Silver,30-39,Northeast,0,0
PLY00003912,2023-09-12,Standard,21-29,West,1,1
PLY00003913,2023-03-14,Gold,60+,Midwest,1,1
PLY00003914,2023-02-16,Standard,50-59,Northeast,1,1
PLY00003915,2022-07-24,Standard,21-29,Northeast,1,1
PLY00003916,2024-11-15,Standard,21-29,Northeast,1,1
PLY00003917,2023-05-14,Standard,40-49,Southeast,1,1
PLY00003918,2025-06-02,Standard,40-49,Midwest,0,1
PLY00003919,2023-02-26,Gold,40-49,Southeast,1,1
PLY00003920,2024-05-28,Standard,30-39,Northeast,1,1
PLY00003921,2022-06-13,Silver,50-59,Southeast,1,1
PLY00003922,2025-01-21,Standard,30-39,Northeast,1,1
PLY00003923,2021-12-05,Standard,40-49,Southwest,0,1
PLY00003924,2022-07-31,Standard,50-59,Midwest,1,1
PLY00003925,2025-05-13,Standard,60+,Southeast,1,1
PLY00003926,2025-06-04,Standard,30-39,West,1,1
PLY00003927,2025-10-27,Gold,30-39,Midwest,1,1
PLY00003928,2022-09-05,Standard,60+,Northeast,1,1
PLY00003929,2025-10-10,Standard,30-39,Northeast,0,1
PLY00003930,2021-07-27,Silver,50-59,Southeast,0,1
PLY00003931,2026-01-16,Silver,50-59,Southwest,1,1
PLY00003932,2021-12-11,Standard,60+,Southeast,1,1
PLY00003933,2026-03-28,Silver,40-49,West,1,1
PLY00003934,2025-03-19,Silver,30-39,Midwest,1,1
PLY00003935,2025-08-22,Standard,21-29,West,1,1
PLY00003936,2025-11-09,Standard,21-29,Northeast,1,1
PLY00003937,2023-01-15,Gold,21-29,Midwest,1,1
PLY00003938,2023-01-04,Standard,40-49,Midwest,1,1
PLY00003939,2022-08-16,Silver,40-49,Southeast,1,1
PLY00003940,2022-05-31,Silver,40-49,Northeast,0,1
PLY00003941,2024-10-29,Standard,60+,Midwest,1,0
PLY00003942,2024-04-08,Standard,40-49,Midwest,0,1
PLY00003943,2025-10-27,Standard,30-39,Southwest,1,1
PLY00003944,2024-10-21,Standard,60+,Southeast,1,1
PLY00003945,2025-02-03,Standard,30-39,Southeast,0,1
PLY00003946,2023-08-24,Silver,30-39,Southwest,0,1
PLY00003947,2023-11-11,Standard,30-39,West,1,1
PLY00003948,2024-12-01,Standard,50-59,Southeast,1,1
PLY00003949,2024-06-13,Standard,40-49,Northeast,1,1
PLY00003950,2024-01-13,Silver,50-59,Midwest,0,1
PLY00003951,2025-05-20,Standard,30-39,Southwest,0,1
PLY00003952,2022-09-01,Standard,60+,West,0,1
PLY00003953,2022-09-16,Silver,30-39,Midwest,1,1
PLY00003954,2025-01-16,Standard,50-59,Southwest,0,1
PLY00003955,2025-11-21,Silver,50-59,West,0,0
PLY00003956,2024-01-28,Standard,50-59,Southeast,1,1
PLY00003957,2026-03-11,Gold,50-59,Midwest,0,1
PLY00003958,2024-03-15,Silver,60+,West,0,1
PLY00003959,2026-03-29,Standard,60+,West,1,1
PLY00003960,2023-05-20,Silver,60+,Southeast,0,1
PLY00003961,2023-03-30,Standard,21-29,Northeast,1,1
PLY00003962,2023-04-26,Standard,40-49,Southeast,1,1
PLY00003963,2024-01-02,Silver,60+,West,1,1
PLY00003964,2024-06-20,Gold,60+,Southwest,1,1
PLY00003965,2022-08-30,Silver,40-49,Southwest,1,1
PLY00003966,2023-01-17,Standard,60+,Southeast,0,1
PLY00003967,2025-10-26,Gold,21-29,Southeast,1,1
PLY00003968,2026-02-23,Silver,60+,West,1,1
PLY00003969,2024-04-10,Silver,21-29,Southeast,1,1
PLY00003970,2022-07-07,Silver,50-59,Northeast,1,1
PLY00003971,2024-07-12,Silver,60+,Midwest,0,1
PLY00003972,2026-04-25,Standard,21-29,Midwest,0,1
PLY00003973,2025-08-14,Standard,30-39,West,0,0
PLY00003974,2026-05-21,Standard,30-39,Southeast,1,1
PLY00003975,2025-01-31,Standard,50-59,West,1,1
PLY00003976,2026-01-27,Standard,50-59,West,1,0
PLY00003977,2023-12-19,Standard,21-29,Northeast,0,1
PLY00003978,2025-02-15,Gold,60+,Southeast,0,1
PLY00003979,2021-08-22,Silver,40-49,Midwest,1,1
PLY00003980,2025-12-24,Gold,60+,Southeast,1,1
PLY00003981,2022-06-09,Standard,40-49,West,1,1
PLY00003982,2021-09-30,Silver,21-29,Midwest,1,1
PLY00003983,2024-10-09,Standard,21-29,Northeast,1,1
PLY00003984,2022-10-08,Standard,30-39,West,1,1
PLY00003985,2021-12-25,Standard,30-39,Midwest,1,1
PLY00003986,2022-01-05,Standard,60+,Northeast,1,1
PLY00003987,2023-03-27,Standard,21-29,West,1,1
PLY00003988,2023-10-21,Standard,30-39,Midwest,1,1
PLY00003989,2022-11-26,Standard,40-49,West,1,1
PLY00003990,2023-12-21,Standard,50-59,Northeast,1,1
PLY00003991,2023-08-31,Silver,50-59,West,1,1
PLY00003992,2022-10-11,Silver,21-29,Northeast,1,1
PLY00003993,2022-01-22,Platinum,50-59,Northeast,1,0
PLY00003994,2024-01-16,Standard,30-39,Northeast,1,1
PLY00003995,2023-04-08,Gold,30-39,West,1,1
PLY00003996,2026-02-19,Standard,21-29,Northeast,1,1
PLY00003997,2021-10-22,Platinum,60+,Northeast,1,1
PLY00003998,2024-08-01,Gold,50-59,Southwest,1,1
PLY00003999,2025-05-20,Standard,60+,Southwest,0,1
PLY00004000,2022-05-28,Standard,40-49,Southeast,1,1
PLY00004001,2026-04-24,Standard,40-49,Midwest,1,1
PLY00004002,2023-06-10,Standard,21-29,Northeast,1,1
PLY00004003,2026-04-22,Platinum,40-49,Southeast,1,1
PLY00004004,2024-11-03,Silver,40-49,Southwest,0,1
PLY00004005,2023-07-22,Standard,21-29,Northeast,1,1
PLY00004006,2025-11-17,Standard,50-59,Southeast,1,1
PLY00004007,2023-12-24,Standard,50-59,Southeast,0,1
PLY00004008,2021-12-06,Standard,40-49,Midwest,1,1
PLY00004009,2024-10-11,Silver,60+,Midwest,0,1
PLY00004010,2024-10-30,Silver,60+,Northeast,1,1
PLY00004011,2025-01-28,Silver,60+,Northeast,1,1
PLY00004012,2024-03-11,Standard,40-49,West,1,1
PLY00004013,2026-03-25,Gold,40-49,Northeast,0,1
PLY00004014,2021-12-28,Gold,40-49,West,0,1
PLY00004015,2021-08-23,Gold,21-29,Southwest,1,1
PLY00004016,2023-09-02,Silver,50-59,West,0,0
PLY00004017,2023-04-05,Silver,50-59,Midwest,0,1
PLY00004018,2025-04-20,Standard,40-49,Southeast,1,1
PLY00004019,2023-06-14,Gold,60+,Southwest,1,1
PLY00004020,2024-08-29,Silver,40-49,West,1,1
PLY00004021,2026-03-08,Standard,50-59,Southwest,1,1
PLY00004022,2023-03-16,Standard,21-29,West,1,1
PLY00004023,2023-03-07,Gold,40-49,Southeast,1,1
PLY00004024,2024-01-13,Standard,21-29,Southeast,1,1
PLY00004025,2025-05-08,Standard,30-39,Northeast,0,1
PLY00004026,2023-01-16,Gold,30-39,Northeast,1,1
PLY00004027,2022-03-02,Standard,50-59,Southeast,1,1
PLY00004028,2023-02-14,Standard,21-29,Southwest,1,1
PLY00004029,2023-01-04,Standard,60+,Southeast,1,1
PLY00004030,2025-11-26,Silver,60+,Northeast,1,1
PLY00004031,2022-07-19,Silver,21-29,Southeast,1,1
PLY00004032,2024-09-27,Platinum,21-29,West,0,1
PLY00004033,2021-11-17,Standard,50-59,Midwest,0,1
PLY00004034,2025-03-06,Standard,30-39,Midwest,1,1
PLY00004035,2023-11-28,Standard,30-39,Southeast,1,1
PLY00004036,2026-04-08,Gold,30-39,Southeast,1,1
PLY00004037,2023-10-12,Gold,21-29,Northeast,1,1
PLY00004038,2022-08-22,Standard,50-59,Southeast,1,1
PLY00004039,2022-11-25,Standard,50-59,Southeast,1,1
PLY00004040,2023-09-14,Silver,21-29,West,1,1
PLY00004041,2021-07-31,Standard,50-59,Southeast,1,1
PLY00004042,2024-05-06,Standard,60+,West,1,1
PLY00004043,2025-07-01,Standard,40-49,Northeast,1,1
PLY00004044,2022-11-06,Standard,60+,Northeast,1,1
PLY00004045,2021-11-15,Silver,21-29,Southeast,0,1
PLY00004046,2022-11-03,Standard,30-39,Northeast,1,1
PLY00004047,2024-04-11,Standard,21-29,West,1,1
PLY00004048,2021-12-19,Standard,30-39,Southeast,1,1
PLY00004049,2024-02-04,Standard,40-49,Southwest,0,0
PLY00004050,2025-09-15,Standard,30-39,West,0,0
PLY00004051,2026-05-28,Standard,21-29,Southwest,1,1
PLY00004052,2026-03-19,Standard,30-39,Southeast,0,1
PLY00004053,2024-07-30,Silver,30-39,Southeast,1,1
PLY00004054,2022-02-25,Standard,30-39,Midwest,1,1
PLY00004055,2024-03-27,Standard,21-29,Southeast,0,1
PLY00004056,2026-01-01,Silver,21-29,West,1,1
PLY00004057,2023-05-28,Standard,50-59,Southeast,1,1
PLY00004058,2023-02-05,Silver,50-59,Midwest,1,1
PLY00004059,2025-12-17,Standard,50-59,Northeast,1,1
PLY00004060,2022-02-10,Standard,60+,Northeast,0,1
PLY00004061,2025-10-30,Standard,40-49,Midwest,1,1
PLY00004062,2022-11-21,Standard,30-39,Northeast,1,1
PLY00004063,2025-01-26,Standard,60+,West,0,1
PLY00004064,2026-02-25,Gold,60+,Southwest,0,1
PLY00004065,2026-02-06,Silver,60+,Southwest,1,1
PLY00004066,2024-12-18,Silver,60+,Southwest,1,1
PLY00004067,2022-04-25,Platinum,21-29,West,1,1
PLY00004068,2024-07-03,Standard,60+,Southeast,1,1
PLY00004069,2023-06-01,Platinum,60+,Northeast,1,1
PLY00004070,2023-05-07,Silver,60+,Southeast,1,1
PLY00004071,2024-05-10,Standard,60+,West,0,1
PLY00004072,2024-05-07,Gold,30-39,Southwest,1,1
PLY00004073,2024-08-07,Standard,30-39,Midwest,0,1
PLY00004074,2024-01-12,Standard,50-59,Midwest,1,0
PLY00004075,2023-05-23,Standard,21-29,Southeast,1,1
PLY00004076,2026-01-17,Standard,50-59,Southeast,1,1
PLY00004077,2025-07-28,Standard,30-39,Southeast,0,1
PLY00004078,2026-04-23,Gold,30-39,Northeast,1,1
PLY00004079,2021-08-10,Gold,30-39,Northeast,1,1
PLY00004080,2022-07-05,Standard,30-39,Midwest,0,0
PLY00004081,2024-06-23,Standard,60+,Northeast,1,1
PLY00004082,2025-04-28,Standard,60+,Northeast,1,1
PLY00004083,2023-07-30,Silver,21-29,West,0,1
PLY00004084,2023-08-10,Standard,30-39,Southeast,1,1
PLY00004085,2021-11-14,Gold,60+,West,0,1
PLY00004086,2024-04-06,Standard,60+,Northeast,1,1
PLY00004087,2024-10-10,Silver,40-49,West,0,0
PLY00004088,2022-07-01,Gold,60+,Southwest,1,1
PLY00004089,2024-10-24,Standard,21-29,Northeast,0,1
PLY00004090,2023-09-19,Platinum,60+,Midwest,1,1
PLY00004091,2026-02-16,Standard,21-29,Southeast,0,1
PLY00004092,2023-12-09,Standard,21-29,Midwest,1,1
PLY00004093,2021-09-28,Silver,40-49,Midwest,1,1
PLY00004094,2025-12-05,Platinum,40-49,Southeast,0,1
PLY00004095,2024-09-20,Standard,21-29,Northeast,1,1
PLY00004096,2025-11-27,Standard,50-59,Southwest,1,1
PLY00004097,2025-11-10,Gold,60+,West,1,1
PLY00004098,2025-04-28,Silver,50-59,Southwest,1,1
PLY00004099,2025-09-03,Standard,60+,Southeast,1,1
PLY00004100,2021-11-27,Standard,30-39,West,0,1
PLY00004101,2024-01-20,Standard,30-39,Southeast,1,1
PLY00004102,2023-03-04,Silver,21-29,Southeast,0,1
PLY00004103,2024-04-04,Standard,40-49,West,0,1
PLY00004104,2025-11-26,Silver,30-39,Southwest,1,1
PLY00004105,2022-03-26,Silver,30-39,Southwest,1,0
PLY00004106,2022-05-08,Standard,50-59,Northeast,1,1
PLY00004107,2022-12-16,Silver,60+,Southeast,1,1
PLY00004108,2026-02-09,Standard,50-59,Northeast,1,1
PLY00004109,2026-01-25,Platinum,40-49,West,1,1
PLY00004110,2021-08-05,Gold,21-29,Northeast,1,1
PLY00004111,2022-02-02,Standard,40-49,Southwest,1,1
PLY00004112,2023-04-29,Standard,30-39,West,1,1
PLY00004113,2023-05-07,Standard,30-39,Southeast,0,1
PLY00004114,2025-02-20,Silver,50-59,Northeast,1,1
PLY00004115,2022-06-01,Silver,40-49,West,1,1
PLY00004116,2023-04-13,Silver,50-59,Midwest,1,1
PLY00004117,2026-02-08,Gold,40-49,Midwest,1,1
PLY00004118,2025-03-27,Gold,30-39,Southeast,0,1
PLY00004119,2022-02-23,Standard,40-49,Southwest,0,1
PLY00004120,2022-11-03,Silver,40-49,Southeast,1,1
PLY00004121,2021-09-25,Silver,30-39,Midwest,1,1
PLY00004122,2025-06-09,Standard,60+,Southwest,1,0
PLY00004123,2024-05-09,Standard,30-39,Midwest,0,1
PLY00004124,2021-11-08,Standard,50-59,Southeast,1,0
PLY00004125,2022-04-11,Standard,50-59,Southwest,0,1
PLY00004126,2022-02-26,Silver,30-39,Southeast,1,1
PLY00004127,2021-12-29,Gold,50-59,Southwest,0,1
PLY00004128,2023-01-18,Gold,40-49,West,1,1
PLY00004129,2023-09-04,Standard,30-39,West,1,1
PLY00004130,2026-04-12,Standard,50-59,Northeast,0,1
PLY00004131,2022-02-17,Silver,40-49,Southeast,1,1
PLY00004132,2026-06-04,Standard,30-39,Midwest,1,1
PLY00004133,2023-06-21,Gold,50-59,West,1,1
PLY00004134,2023-09-25,Standard,50-59,Midwest,1,1
PLY00004135,2024-12-31,Standard,40-49,West,0,1
PLY00004136,2024-10-31,Standard,40-49,Midwest,1,1
PLY00004137,2025-05-15,Standard,60+,Southwest,0,1
PLY00004138,2024-12-21,Standard,30-39,Southwest,1,1
PLY00004139,2025-03-20,Standard,40-49,Southeast,1,1
PLY00004140,2024-03-23,Standard,60+,Southeast,0,1
PLY00004141,2021-09-04,Standard,50-59,West,1,1
PLY00004142,2024-11-05,Standard,21-29,Midwest,0,1
PLY00004143,2022-07-16,Platinum,30-39,Northeast,1,1
PLY00004144,2026-01-30,Standard,40-49,Northeast,0,1
PLY00004145,2021-08-01,Gold,21-29,Southwest,1,1
PLY00004146,2022-01-26,Platinum,50-59,Northeast,0,1
PLY00004147,2021-12-02,Standard,60+,Southwest,1,1
PLY00004148,2022-02-24,Standard,30-39,Northeast,1,1
PLY00004149,2024-07-29,Silver,60+,Northeast,1,1
PLY00004150,2025-10-23,Standard,21-29,Southeast,1,1
PLY00004151,2022-06-08,Gold,30-39,Northeast,0,1
PLY00004152,2023-12-31,Standard,50-59,West,1,1
PLY00004153,2024-02-05,Standard,50-59,Southeast,0,1
PLY00004154,2022-04-08,Silver,60+,Northeast,0,1
PLY00004155,2023-12-05,Silver,40-49,Southwest,0,1
PLY00004156,2025-04-03,Standard,21-29,Northeast,1,0
PLY00004157,2024-10-11,Standard,40-49,West,1,1
PLY00004158,2024-11-22,Standard,30-39,West,1,1
PLY00004159,2021-10-17,Standard,21-29,Southwest,1,1
PLY00004160,2025-07-25,Silver,30-39,Southwest,1,1
PLY00004161,2022-11-11,Standard,60+,West,1,1
PLY00004162,2026-01-26,Platinum,30-39,Southeast,0,1
PLY00004163,2023-05-28,Gold,60+,Southwest,1,1
PLY00004164,2022-09-10,Standard,30-39,Southwest,1,1
PLY00004165,2024-11-09,Standard,50-59,West,0,1
PLY00004166,2026-03-05,Standard,40-49,West,1,1
PLY00004167,2024-01-16,Standard,40-49,Southwest,0,1
PLY00004168,2022-10-04,Standard,40-49,Midwest,1,1
PLY00004169,2024-01-26,Standard,50-59,Southeast,1,1
PLY00004170,2024-09-15,Standard,21-29,Southwest,1,1
PLY00004171,2021-08-17,Silver,50-59,Midwest,1,1
PLY00004172,2026-03-29,Standard,50-59,Midwest,1,1
PLY00004173,2026-04-03,Standard,60+,Midwest,1,1
PLY00004174,2022-09-26,Gold,21-29,Midwest,1,1
PLY00004175,2022-07-31,Standard,40-49,Southeast,1,1
PLY00004176,2021-11-20,Gold,30-39,Southeast,1,0
PLY00004177,2021-07-29,Platinum,60+,Midwest,0,1
PLY00004178,2026-05-28,Gold,21-29,West,1,1
PLY00004179,2024-11-19,Standard,60+,Midwest,1,1
PLY00004180,2026-02-06,Standard,21-29,Southwest,1,1
PLY00004181,2026-03-11,Gold,40-49,Southeast,1,1
PLY00004182,2022-04-04,Gold,50-59,Southwest,1,1
PLY00004183,2024-02-15,Silver,50-59,Midwest,1,1
PLY00004184,2023-04-27,Standard,60+,Midwest,1,1
PLY00004185,2024-06-16,Standard,40-49,Northeast,0,1
PLY00004186,2023-05-02,Standard,50-59,Southwest,1,0
PLY00004187,2025-01-16,Standard,60+,Southwest,0,1
PLY00004188,2025-11-22,Standard,60+,Midwest,1,1
PLY00004189,2022-09-29,Gold,30-39,West,0,1
PLY00004190,2022-11-26,Gold,40-49,Northeast,1,1
PLY00004191,2023-02-05,Silver,50-59,West,1,1
PLY00004192,2023-05-30,Standard,21-29,West,1,1
PLY00004193,2023-09-07,Standard,30-39,Midwest,0,1
PLY00004194,2023-03-09,Silver,40-49,Midwest,1,1
PLY00004195,2022-07-05,Standard,40-49,Northeast,1,1
PLY00004196,2023-01-28,Standard,60+,Southwest,1,1
PLY00004197,2026-05-11,Standard,50-59,West,0,1
PLY00004198,2021-12-29,Standard,21-29,Southeast,1,1
PLY00004199,2026-03-15,Platinum,60+,Northeast,0,1
PLY00004200,2025-06-16,Standard,21-29,Midwest,1,1
PLY00004201,2026-03-17,Standard,30-39,Southwest,1,1
PLY00004202,2022-02-26,Standard,50-59,West,1,1
PLY00004203,2024-01-03,Standard,60+,West,0,0
PLY00004204,2022-02-08,Standard,50-59,Midwest,1,1
PLY00004205,2023-08-31,Gold,30-39,Southeast,1,1
PLY00004206,2022-05-15,Gold,30-39,Midwest,1,1
PLY00004207,2023-03-19,Gold,50-59,Southwest,1,1
PLY00004208,2025-09-04,Standard,60+,Southwest,0,1
PLY00004209,2024-05-06,Silver,50-59,Northeast,0,1
PLY00004210,2024-07-27,Gold,50-59,West,1,1
PLY00004211,2022-08-16,Silver,40-49,Southeast,1,1
PLY00004212,2023-07-12,Standard,60+,West,0,1
PLY00004213,2022-05-20,Silver,21-29,Midwest,1,1
PLY00004214,2023-12-16,Platinum,21-29,Midwest,1,1
PLY00004215,2022-02-15,Standard,50-59,Northeast,0,1
PLY00004216,2023-03-07,Gold,50-59,Midwest,1,1
PLY00004217,2024-03-27,Gold,60+,Northeast,1,1
PLY00004218,2025-08-31,Standard,30-39,Southwest,1,1
PLY00004219,2025-05-14,Gold,50-59,Southeast,1,1
PLY00004220,2024-04-29,Standard,30-39,Southwest,1,1
PLY00004221,2024-02-18,Gold,40-49,Southwest,1,1
PLY00004222,2022-10-30,Standard,50-59,Southeast,1,1
PLY00004223,2026-05-06,Silver,60+,Midwest,1,1
PLY00004224,2026-05-10,Silver,60+,West,1,1
PLY00004225,2024-08-19,Gold,50-59,West,1,1
PLY00004226,2024-03-22,Gold,30-39,Northeast,0,1
PLY00004227,2025-03-05,Platinum,60+,West,1,0
PLY00004228,2022-12-19,Gold,30-39,Southwest,1,1
PLY00004229,2021-07-29,Standard,60+,Northeast,0,1
PLY00004230,2024-03-13,Gold,21-29,Southeast,0,1
PLY00004231,2023-08-17,Gold,50-59,Northeast,0,1
PLY00004232,2023-06-02,Gold,40-49,West,1,1
PLY00004233,2025-03-29,Gold,30-39,Midwest,0,1
PLY00004234,2023-11-20,Standard,21-29,Southwest,1,1
PLY00004235,2024-08-03,Standard,30-39,West,1,1
PLY00004236,2022-09-04,Silver,50-59,Midwest,1,1
PLY00004237,2024-05-09,Standard,60+,West,1,1
PLY00004238,2025-08-13,Standard,60+,Southeast,1,1
PLY00004239,2025-06-21,Platinum,50-59,Southeast,1,1
PLY00004240,2025-04-27,Gold,21-29,Southwest,1,1
PLY00004241,2024-08-01,Standard,60+,Southwest,1,1
PLY00004242,2024-02-18,Silver,50-59,Southwest,1,1
PLY00004243,2025-09-03,Standard,30-39,West,1,1
PLY00004244,2026-03-23,Standard,50-59,Midwest,1,1
PLY00004245,2022-06-17,Standard,50-59,Northeast,1,1
PLY00004246,2023-01-11,Standard,21-29,Southwest,0,0
PLY00004247,2022-03-25,Silver,21-29,Southeast,1,1
PLY00004248,2023-12-02,Silver,21-29,West,0,1
PLY00004249,2022-09-21,Silver,30-39,Southeast,0,1
PLY00004250,2026-02-11,Silver,40-49,Southeast,1,1
PLY00004251,2023-03-16,Standard,21-29,West,1,1
PLY00004252,2023-10-09,Standard,30-39,Southeast,1,1
PLY00004253,2022-03-08,Standard,40-49,Northeast,1,1
PLY00004254,2022-03-05,Gold,40-49,Midwest,0,1
PLY00004255,2021-09-09,Silver,30-39,Midwest,1,1
PLY00004256,2025-11-05,Silver,21-29,Southeast,0,1
PLY00004257,2021-10-18,Gold,60+,Midwest,1,1
PLY00004258,2024-12-23,Standard,30-39,Southeast,0,1
PLY00004259,2023-05-06,Standard,30-39,West,1,1
